year,month,gid_0,country,gid_1,region,CO2,CO,TPM,PM25,TPC,NMHC,OC,CH4,SO2,BC,NOx
2012,8,ESP,Spain,ESP.12_1,Galicia,15058.161,683.401,118.338,90.941,59.509,53.541,55.528,24.011,7.167,3.937,26.209
2012,9,ESP,Spain,ESP.12_1,Galicia,59264.196,2550.29,350.291,264.187,125.33,174.536,109.183,96.974,18.175,15.88,128.745
2012,10,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,11,ESP,Spain,ESP.12_1,Galicia,870.107,46.49,9.298,6.815,5.336,4.438,5.072,1.775,0.581,0.264,1.014
2012,12,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,1,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,2,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,3,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,4,ESP,Spain,ESP.12_1,Galicia,10168.93,559.54,100.776,70.452,52.219,53.047,48.817,23.725,5.808,3.4,13.893
2013,5,ESP,Spain,ESP.12_1,Galicia,7903.553,428.777,82.758,59.598,45.968,40.99,43.468,17.093,5.032,2.5,9.687
2013,6,ESP,Spain,ESP.12_1,Galicia,13719.674,775.138,135.579,92.496,67.919,74.388,63.1,34.277,7.562,4.819,19.063
2013,7,ESP,Spain,ESP.12_1,Galicia,14960.269,825.533,129.107,85.337,56.089,75.658,50.726,38.096,6.584,5.349,24.972
2013,8,ESP,Spain,ESP.12_1,Galicia,118690.12,5948.764,1097.774,811.436,586.616,525.309,551.931,225.364,66.62,34.52,174.075
2013,9,ESP,Spain,ESP.12_1,Galicia,170061.172,8573.267,1571.054,1155.494,833.307,759.481,783.032,328.626,94.689,50.046,250.413
2013,10,ESP,Spain,ESP.12_1,Galicia,2857.559,152.681,30.536,22.382,17.524,14.574,16.656,5.83,1.909,0.868,3.331
2013,11,ESP,Spain,ESP.12_1,Galicia,1377.388,73.594,14.719,10.788,8.447,7.025,8.028,2.81,0.92,0.418,1.606
2013,12,ESP,Spain,ESP.12_1,Galicia,1345.904,71.912,14.382,10.542,8.254,6.864,7.845,2.746,0.899,0.409,1.569
2014,1,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3,ESP,Spain,ESP.12_1,Galicia,15589.427,839.41,164.897,119.807,93.112,80.187,88.279,32.769,10.166,4.833,18.644
2014,4,ESP,Spain,ESP.12_1,Galicia,6686.905,360.19,59.155,40.463,27.542,32.772,25.267,15.845,3.191,2.269,10.722
2014,5,ESP,Spain,ESP.12_1,Galicia,12713.947,702.98,122.322,84.251,61.0,66.285,56.645,30.598,6.851,4.35,18.273
2014,6,ESP,Spain,ESP.12_1,Galicia,8094.686,490.003,71.43,42.96,27.487,47.317,24.137,25.104,3.219,3.35,13.629
2014,7,ESP,Spain,ESP.12_1,Galicia,4798.407,271.829,47.228,32.092,23.474,26.093,21.778,12.097,2.617,1.697,6.72
2014,8,ESP,Spain,ESP.12_1,Galicia,5497.023,299.428,57.243,41.022,31.506,28.636,29.749,12.069,3.454,1.758,6.825
2014,9,ESP,Spain,ESP.12_1,Galicia,3569.291,219.804,30.516,17.613,10.679,21.256,9.144,11.628,1.277,1.535,6.282
2014,10,ESP,Spain,ESP.12_1,Galicia,1522.165,81.33,16.266,11.922,9.334,7.763,8.872,3.105,1.017,0.462,1.774
2014,11,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,12,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1,ESP,Spain,ESP.12_1,Galicia,1937.853,103.54,20.708,15.178,11.884,9.883,11.295,3.953,1.294,0.588,2.259
2015,2,ESP,Spain,ESP.12_1,Galicia,475.049,17.751,2.395,2.02,0.845,0.958,0.738,0.547,0.135,0.104,1.099
2015,3,ESP,Spain,ESP.12_1,Galicia,4839.664,232.412,42.52,32.074,22.586,19.659,21.244,8.424,2.608,1.332,7.511
2015,4,ESP,Spain,ESP.12_1,Galicia,14545.867,796.987,150.251,106.893,81.574,76.263,76.851,32.632,8.962,4.723,18.4
2015,5,ESP,Spain,ESP.12_1,Galicia,13902.145,717.957,122.065,86.603,59.517,63.614,55.109,29.709,6.9,4.388,22.161
2015,6,ESP,Spain,ESP.12_1,Galicia,17350.34,932.5,178.877,129.147,98.84,88.34,93.4,36.994,10.866,5.438,21.824
2015,7,ESP,Spain,ESP.12_1,Galicia,45195.44,2431.675,462.525,332.895,253.524,230.001,239.263,97.176,27.928,14.251,57.685
2015,8,ESP,Spain,ESP.12_1,Galicia,32816.506,1497.953,250.167,189.97,120.518,116.809,111.612,54.453,14.739,8.805,59.032
2015,9,ESP,Spain,ESP.12_1,Galicia,27806.647,1435.043,277.212,204.497,154.514,131.789,146.282,54.247,17.148,8.212,36.536
2015,10,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,11,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,12,ESP,Spain,ESP.12_1,Galicia,8795.724,328.666,44.344,37.405,15.651,17.738,13.668,10.121,2.504,1.93,20.346
2016,1,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,2,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,3,ESP,Spain,ESP.12_1,Galicia,862.448,34.633,4.89,3.917,1.862,2.158,1.65,1.172,0.272,0.207,1.895
2016,4,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,5,ESP,Spain,ESP.12_1,Galicia,8724.23,486.919,87.782,60.945,45.495,46.675,42.524,20.902,5.036,2.971,11.685
2016,6,ESP,Spain,ESP.12_1,Galicia,5141.424,254.463,46.483,34.49,24.604,22.145,23.119,9.574,2.815,1.477,7.756
2016,7,ESP,Spain,ESP.12_1,Galicia,11775.96,600.713,114.906,85.015,63.507,54.461,60.054,22.589,7.092,3.441,15.98
2016,8,ESP,Spain,ESP.12_1,Galicia,221095.376,11426.845,2169.663,1591.672,1189.932,1045.339,1123.698,438.427,132.676,66.057,298.803
2016,9,ESP,Spain,ESP.12_1,Galicia,128766.306,6540.469,1237.599,914.884,677.203,588.839,639.434,246.817,75.974,37.633,178.857
2016,10,ESP,Spain,ESP.12_1,Galicia,9200.071,472.386,91.574,67.785,51.221,43.241,48.522,17.707,5.687,2.693,12.095
2016,11,ESP,Spain,ESP.12_1,Galicia,2810.171,150.149,30.03,22.01,17.233,14.332,16.38,5.733,1.877,0.853,3.276
2016,12,ESP,Spain,ESP.12_1,Galicia,1849.872,109.854,16.881,10.573,7.101,10.59,6.368,5.419,0.816,0.733,2.96
2017,1,ESP,Spain,ESP.12_1,Galicia,2225.322,96.219,15.074,11.681,6.712,6.891,6.134,3.397,0.871,0.569,4.388
2017,2,ESP,Spain,ESP.12_1,Galicia,1796.823,85.406,14.745,11.022,7.364,7.026,6.857,3.191,0.873,0.502,3.024
2017,3,ESP,Spain,ESP.12_1,Galicia,10698.747,506.951,82.754,61.045,38.619,40.893,35.533,19.6,4.71,3.058,19.173
2017,4,ESP,Spain,ESP.12_1,Galicia,70483.728,3757.335,662.914,467.885,336.563,345.441,313.692,156.686,38.066,22.816,103.311
2017,5,ESP,Spain,ESP.12_1,Galicia,1152.944,58.179,10.58,7.761,5.568,5.147,5.225,2.245,0.634,0.341,1.715
2017,6,ESP,Spain,ESP.12_1,Galicia,9407.971,467.096,82.208,60.267,41.821,40.326,39.036,18.116,4.847,2.767,14.879
2017,7,ESP,Spain,ESP.12_1,Galicia,8291.356,382.362,63.274,47.639,30.114,30.075,27.822,14.173,3.686,2.267,14.943
2017,8,ESP,Spain,ESP.12_1,Galicia,88876.102,4119.388,681.342,511.316,323.927,325.778,299.188,153.716,39.578,24.478,159.679
2017,9,ESP,Spain,ESP.12_1,Galicia,20977.549,832.913,115.368,92.951,42.46,50.637,37.361,28.023,6.373,4.988,46.815
2017,10,ESP,Spain,ESP.12_1,Galicia,498855.631,22561.08,3620.685,2738.799,1659.162,1719.989,1522.917,832.761,208.108,134.57,937.877
2017,11,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,12,ESP,Spain,ESP.12_1,Galicia,175.96,9.494,1.856,1.345,1.043,0.907,0.988,0.373,0.114,0.055,0.212
2018,1,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,4,ESP,Spain,ESP.12_1,Galicia,2245.426,122.492,23.335,16.692,12.8,11.716,12.079,4.957,1.404,0.721,2.801
2018,5,ESP,Spain,ESP.12_1,Galicia,5191.012,268.842,49.641,36.084,26.489,24.438,24.905,10.554,2.977,1.579,7.328
2018,6,ESP,Spain,ESP.12_1,Galicia,432.062,21.335,3.429,2.454,1.562,1.786,1.43,0.872,0.189,0.132,0.764
2018,7,ESP,Spain,ESP.12_1,Galicia,227.934,13.288,2.145,1.391,0.97,1.279,0.884,0.631,0.11,0.086,0.347
2018,8,ESP,Spain,ESP.12_1,Galicia,9481.96,375.414,51.051,41.097,18.131,22.581,15.819,12.718,2.782,2.261,21.407
2018,9,ESP,Spain,ESP.12_1,Galicia,10015.217,495.595,87.772,64.579,44.969,42.732,42.028,19.066,5.205,2.923,15.76
2018,10,ESP,Spain,ESP.12_1,Galicia,24826.65,1218.268,215.777,159.5,110.624,104.214,103.414,46.417,12.84,7.163,39.377
2018,11,ESP,Spain,ESP.12_1,Galicia,350.979,20.193,3.373,2.237,1.597,1.941,1.469,0.931,0.18,0.129,0.514
2018,12,ESP,Spain,ESP.12_1,Galicia,746.615,28.766,3.854,3.165,1.333,1.642,1.157,0.94,0.212,0.172,1.716
2019,1,ESP,Spain,ESP.12_1,Galicia,10101.883,488.453,85.47,63.491,43.283,41.043,40.388,18.451,5.074,2.873,16.488
2019,2,ESP,Spain,ESP.12_1,Galicia,7764.274,373.177,64.455,47.877,32.18,31.051,29.958,14.126,3.801,2.204,12.939
2019,3,ESP,Spain,ESP.12_1,Galicia,29145.648,1318.077,216.426,164.627,102.17,101.176,94.295,47.899,12.652,7.78,53.645
2019,4,ESP,Spain,ESP.12_1,Galicia,261.167,11.997,1.787,1.312,0.733,0.912,0.658,0.473,0.096,0.074,0.519
2019,5,ESP,Spain,ESP.12_1,Galicia,2148.984,107.315,19.005,13.913,9.731,9.332,9.092,4.171,1.123,0.635,3.352
2019,6,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,ESP,Spain,ESP.12_1,Galicia,179.867,6.889,0.924,0.763,0.321,0.389,0.279,0.223,0.051,0.041,0.414
2019,8,ESP,Spain,ESP.12_1,Galicia,1846.714,99.62,19.485,14.127,10.959,9.518,10.384,3.909,1.197,0.575,2.222
2019,9,ESP,Spain,ESP.12_1,Galicia,73712.797,3191.776,469.023,357.879,189.47,224.621,169.749,117.663,25.74,19.411,152.513
2019,10,ESP,Spain,ESP.12_1,Galicia,90.039,3.469,0.465,0.382,0.161,0.198,0.14,0.113,0.026,0.021,0.207
2019,11,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,12,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2,ESP,Spain,ESP.12_1,Galicia,9438.844,387.77,56.691,44.921,22.856,25.31,20.502,13.296,3.199,2.309,20.086
2020,3,ESP,Spain,ESP.12_1,Galicia,655.045,29.217,4.742,3.629,2.208,2.199,2.033,1.051,0.277,0.172,1.23
2020,4,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,ESP,Spain,ESP.12_1,Galicia,3241.012,146.064,23.595,17.917,10.91,11.112,10.032,5.343,1.365,0.867,6.071
2020,6,ESP,Spain,ESP.12_1,Galicia,169.05,7.081,1.07,0.841,0.454,0.48,0.411,0.245,0.061,0.042,0.348
2020,7,ESP,Spain,ESP.12_1,Galicia,74295.263,3210.338,459.481,348.94,177.494,223.57,157.46,119.896,24.684,19.713,156.76
2020,8,ESP,Spain,ESP.12_1,Galicia,11618.37,552.073,92.15,68.276,44.219,44.952,40.889,21.104,5.327,3.299,20.302
2020,9,ESP,Spain,ESP.12_1,Galicia,111267.077,4424.417,599.735,480.822,211.486,267.789,184.154,151.222,32.496,26.737,251.255
2020,10,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,11,ESP,Spain,ESP.12_1,Galicia,376.542,18.352,3.244,2.405,1.66,1.559,1.551,0.695,0.193,0.108,0.603
2020,12,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1,ESP,Spain,ESP.12_1,Galicia,957.981,48.139,8.75,6.432,4.604,4.242,4.32,1.85,0.525,0.282,1.432
2021,2,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,3,ESP,Spain,ESP.12_1,Galicia,5376.634,249.651,42.204,31.813,20.603,19.911,19.119,9.197,2.489,1.469,9.433
2021,4,ESP,Spain,ESP.12_1,Galicia,2927.245,149.029,27.51,20.172,14.691,13.346,13.818,5.744,1.66,0.87,4.217
2021,5,ESP,Spain,ESP.12_1,Galicia,2053.694,99.733,16.23,11.781,7.529,8.243,6.916,3.974,0.911,0.608,3.626
2021,6,ESP,Spain,ESP.12_1,Galicia,11544.946,623.242,118.338,84.988,64.745,59.075,61.082,25.022,7.129,3.66,14.714
2021,7,ESP,Spain,ESP.12_1,Galicia,1626.213,81.239,13.424,9.623,6.336,6.93,5.836,3.306,0.753,0.497,2.762
2021,8,ESP,Spain,ESP.12_1,Galicia,18538.507,972.265,176.975,127.261,92.997,88.957,87.203,39.064,10.461,5.779,26.377
2021,9,ESP,Spain,ESP.12_1,Galicia,35404.598,1691.95,284.242,210.252,137.411,138.837,127.219,64.834,16.469,10.103,61.166
2021,10,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,11,ESP,Spain,ESP.12_1,Galicia,234.614,11.435,2.021,1.499,1.034,0.971,0.967,0.433,0.12,0.067,0.375
2021,12,ESP,Spain,ESP.12_1,Galicia,176.638,6.806,0.912,0.749,0.315,0.388,0.274,0.222,0.05,0.041,0.406
2022,1,ESP,Spain,ESP.12_1,Galicia,11323.888,539.964,92.995,69.34,46.302,44.532,43.092,20.287,5.491,3.183,19.06
2022,2,ESP,Spain,ESP.12_1,Galicia,2590.839,138.372,26.556,19.233,14.685,13.045,13.88,5.452,1.617,0.805,3.286
2022,3,ESP,Spain,ESP.12_1,Galicia,1081.271,55.764,10.718,7.898,5.947,5.111,5.626,2.115,0.661,0.32,1.435
2022,4,ESP,Spain,ESP.12_1,Galicia,8289.467,349.574,50.051,38.721,19.407,23.548,17.246,12.622,2.731,2.124,17.68
2022,5,ESP,Spain,ESP.12_1,Galicia,6137.592,332.445,57.718,40.165,28.748,30.827,26.698,14.22,3.253,2.045,9.057
2022,6,ESP,Spain,ESP.12_1,Galicia,1331.552,59.435,8.489,6.287,3.253,4.313,2.878,2.317,0.446,0.37,2.771
2022,7,ESP,Spain,ESP.12_1,Galicia,1512693.323,74665.16,13455.695,9961.817,7024.478,6455.46,6585.762,2828.546,808.403,436.115,2331.569
2022,8,ESP,Spain,ESP.12_1,Galicia,193329.173,8373.626,1307.361,1011.17,579.295,600.428,528.887,297.026,75.273,49.643,381.855
2022,9,ESP,Spain,ESP.12_1,Galicia,778.672,30.452,4.065,3.296,1.393,1.783,1.205,1.023,0.22,0.184,1.784
2022,10,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,11,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,12,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,ESP,Spain,ESP.12_1,Galicia,993.312,45.921,7.728,5.835,3.754,3.64,3.481,1.688,0.455,0.27,1.757
2023,2,ESP,Spain,ESP.12_1,Galicia,9414.812,464.932,83.227,61.487,43.14,40.136,40.398,17.709,4.976,2.726,14.636
2023,3,ESP,Spain,ESP.12_1,Galicia,2653.641,136.222,25.598,18.787,13.906,12.352,13.113,5.229,1.559,0.79,3.68
2023,4,ESP,Spain,ESP.12_1,Galicia,890.176,47.73,9.469,6.913,5.394,4.558,5.122,1.841,0.588,0.273,1.05
2023,5,ESP,Spain,ESP.12_1,Galicia,1437.019,61.623,8.864,6.778,3.458,4.254,3.075,2.271,0.481,0.376,3.032
2023,6,ESP,Spain,ESP.12_1,Galicia,771.575,36.443,5.85,4.304,2.671,2.916,2.448,1.419,0.329,0.221,1.409
2023,7,ESP,Spain,ESP.12_1,Galicia,1506.01,67.579,10.158,7.597,4.238,5.007,3.819,2.574,0.556,0.413,3.007
2023,8,ESP,Spain,ESP.12_1,Galicia,7549.618,416.651,70.35,47.959,33.859,38.925,31.242,18.434,3.847,2.613,11.38
2023,9,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,10,ESP,Spain,ESP.12_1,Galicia,14498.135,573.645,78.779,63.558,28.534,34.577,25.015,19.295,4.331,3.441,32.558
2023,11,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,12,ESP,Spain,ESP.12_1,Galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
